index Pedidos|Parlamentar|Período|Pedido
1|Claudiano Martins Filho|Junho de 2018|PEDIDO Nº: 148 - R$ 12.376,03
1|Claudiano Martins Filho|Julho de 2018|PEDIDO Nº: 283 - R$ 12.365,57
1|Claudiano Martins Filho|Agosto de 2018|PEDIDO Nº: 335 - R$ 11.240,92
1|Clodoaldo Magalhães|Janeiro de 2015|PEDIDO Nº: 812897-CM/2015 - R$ 9.300,00
2|Clodoaldo Magalhães|Janeiro de 2015|COMPLEMENTO Nº: 013430-CM/2015 - R$ 6.150,00
1|Clodoaldo Magalhães|Fevereiro de 2015|PEDIDO Nº: 401734-CM/2015 - R$ 10.800,00
2|Clodoaldo Magalhães|Fevereiro de 2015|COMPLEMENTO Nº: 700253-CM/2015 - R$ 4.650,00
1|Clodoaldo Magalhães|Março de 2015|PEDIDO Nº: 385982-CM/2015 - R$ 5.400,00
2|Clodoaldo Magalhães|Março de 2015|COMPLEMENTO Nº: 746556-CM/2015 - R$ 5.400,00
3|Clodoaldo Magalhães|Março de 2015|COMPLEMENTO Nº: 912755-CM/2015 - R$ 4.650,00
1|Clodoaldo Magalhães|Abril de 2015|PEDIDO Nº: 674122-CM/2015 - R$ 13.250,00
2|Clodoaldo Magalhães|Abril de 2015|COMPLEMENTO Nº: 980549-CM/2015 - R$ 2.200,00
1|Clodoaldo Magalhães|Maio de 2015|PEDIDO Nº: 174289-CM/2015 - R$ 5.400,00
2|Clodoaldo Magalhães|Maio de 2015|COMPLEMENTO Nº: 991818-CM/2015 - R$ 1.538,42
3|Clodoaldo Magalhães|Maio de 2015|COMPLEMENTO Nº: 862173-CM/2015 - R$ 8.511,58
1|Clodoaldo Magalhães|Junho de 2015|PEDIDO Nº: 505463-CM/2015 - R$ 5.400,00
2|Clodoaldo Magalhães|Junho de 2015|COMPLEMENTO Nº: 066845-CM/2015 - R$ 1.538,42
3|Clodoaldo Magalhães|Junho de 2015|COMPLEMENTO Nº: 707195-CM/2015 - R$ 8.511,58
1|Clodoaldo Magalhães|Julho de 2015|PEDIDO Nº: 706684-CM/2015 - R$ 13.250,00
2|Clodoaldo Magalhães|Julho de 2015|COMPLEMENTO Nº: 150559-CM/2015 - R$ 2.200,00
1|Clodoaldo Magalhães|Agosto de 2015|PEDIDO Nº: 045894-CM/2015 - R$ 8.511,58
2|Clodoaldo Magalhães|Agosto de 2015|COMPLEMENTO Nº: 173124-CM/2015 - R$ 5.400,00
3|Clodoaldo Magalhães|Agosto de 2015|COMPLEMENTO Nº: 151448-CM/2015 - R$ 1.534,50
1|Clodoaldo Magalhães|Setembro de 2015|PEDIDO Nº: 983937-CM/2015 - R$ 10.800,00
2|Clodoaldo Magalhães|Setembro de 2015|COMPLEMENTO Nº: 242487-CM/2015 - R$ 4.650,00
1|Clodoaldo Magalhães|Outubro de 2015|PEDIDO Nº: 666229-CM/2015 - R$ 10.800,00
2|Clodoaldo Magalhães|Outubro de 2015|COMPLEMENTO Nº: 926907-CM/2015 - R$ 4.649,30
1|Clodoaldo Magalhães|Novembro de 2015|PEDIDO Nº: 915535-CM/2015 - R$ 15.310,00
1|Clodoaldo Magalhães|Dezembro de 2015|PEDIDO Nº: 062772-CM/2015 - R$ 2.400,00
2|Clodoaldo Magalhães|Dezembro de 2015|COMPLEMENTO Nº: 684023-CM/2016 - R$ 13.050,00
1|Clodoaldo Magalhães|Janeiro de 2016|PEDIDO Nº: 813573-CM/2016 - R$ 13.100,00
2|Clodoaldo Magalhães|Janeiro de 2016|COMPLEMENTO Nº: 941963-CM/2016 - R$ 2.344,00
1|Clodoaldo Magalhães|Fevereiro de 2016|PEDIDO Nº: 235500-CM/2016 - R$ 10.800,00
2|Clodoaldo Magalhães|Fevereiro de 2016|COMPLEMENTO Nº: 393909-CM/2016 - R$ 4.650,00
1|Clodoaldo Magalhães|Março de 2016|PEDIDO Nº: 176735-CM/2016 - R$ 13.100,00
2|Clodoaldo Magalhães|Março de 2016|COMPLEMENTO Nº: 771221-CM/2016 - R$ 2.350,00
1|Clodoaldo Magalhães|Abril de 2016|PEDIDO Nº: 588777-CM/2016 - R$ 10.800,00
2|Clodoaldo Magalhães|Abril de 2016|COMPLEMENTO Nº: 458510-CM/2016 - R$ 2.300,00
3|Clodoaldo Magalhães|Abril de 2016|COMPLEMENTO Nº: 780628-CM/2016 - R$ 1.852,00
4|Clodoaldo Magalhães|Abril de 2016|COMPLEMENTO Nº: 000935-CM/2016 - R$ 498,00
1|Clodoaldo Magalhães|Maio de 2016|PEDIDO Nº: 777685-CM/2016 - R$ 13.100,00
2|Clodoaldo Magalhães|Maio de 2016|COMPLEMENTO Nº: 203753-CM/2016 - R$ 2.350,00
1|Clodoaldo Magalhães|Junho de 2016|PEDIDO Nº: 112622-CM/2016 - R$ 10.800,00
2|Clodoaldo Magalhães|Junho de 2016|COMPLEMENTO Nº: 453836-CM/2016 - R$ 4.600,00
1|Clodoaldo Magalhães|Julho de 2016|PEDIDO Nº: 447917-CM/2016 - R$ 10.800,00
2|Clodoaldo Magalhães|Julho de 2016|COMPLEMENTO Nº: 306656-CM/2016 - R$ 4.600,00
1|Clodoaldo Magalhães|Agosto de 2016|PEDIDO Nº: 555451-CM/2016 - R$ 7.700,00
2|Clodoaldo Magalhães|Agosto de 2016|COMPLEMENTO Nº: 337005-CM/2016 - R$ 7.750,00
1|Clodoaldo Magalhães|Setembro de 2016|PEDIDO Nº: 894221-CM/2016 - R$ 5.400,00
2|Clodoaldo Magalhães|Setembro de 2016|COMPLEMENTO Nº: 184108-CM/2016 - R$ 3.800,00
3|Clodoaldo Magalhães|Setembro de 2016|COMPLEMENTO Nº: 345856-CM/2016 - R$ 3.950,00
4|Clodoaldo Magalhães|Setembro de 2016|COMPLEMENTO Nº: 498740-CM/2016 - R$ 2.300,00
1|Clodoaldo Magalhães|Outubro de 2016|PEDIDO Nº: 648016-CM/2016 - R$ 7.700,00
2|Clodoaldo Magalhães|Outubro de 2016|COMPLEMENTO Nº: 003111-CM/2016 - R$ 3.798,40
3|Clodoaldo Magalhães|Outubro de 2016|COMPLEMENTO Nº: 098304-CM/2016 - R$ 3.951,60
1|Clodoaldo Magalhães|Novembro de 2016|PEDIDO Nº: 984246-CM/2016 - R$ 7.700,00
2|Clodoaldo Magalhães|Novembro de 2016|COMPLEMENTO Nº: 431347-CM/2016 - R$ 7.750,00
1|Clodoaldo Magalhães|Dezembro de 2016|PEDIDO Nº: 336607-CM/2016 - R$ 5.011,75
2|Clodoaldo Magalhães|Dezembro de 2016|COMPLEMENTO Nº: 675480-CM/2017 - R$ 7.700,00
1|Clodoaldo Magalhães|Janeiro de 2017|PEDIDO Nº: 719564-CM/2017 - R$ 7.700,00
2|Clodoaldo Magalhães|Janeiro de 2017|COMPLEMENTO Nº: 655480-CM/2017 - R$ 3.554,32
3|Clodoaldo Magalhães|Janeiro de 2017|COMPLEMENTO Nº: 761191-CM/2017 - R$ 4.195,68
1|Clodoaldo Magalhães|Fevereiro de 2017|PEDIDO Nº: 579165-CM/2017 - R$ 5.400,00
2|Clodoaldo Magalhães|Fevereiro de 2017|COMPLEMENTO Nº: 345742-CM/2017 - R$ 4.014,00
1|Clodoaldo Magalhães|Março de 2017|PEDIDO Nº: 735265-CM/2017 - R$ 9.689,16
1|Clodoaldo Magalhães|Abril de 2017|PEDIDO Nº: 892551-CM/2017 - R$ 5.367,60
2|Clodoaldo Magalhães|Abril de 2017|COMPLEMENTO Nº: 678397-CM/2017 - R$ 9.662,41
1|Clodoaldo Magalhães|Maio de 2017|PEDIDO Nº: 840570-CM/2017 - R$ 15.032,40
1|Clodoaldo Magalhães|Junho de 2017|PEDIDO Nº: 238833-CM/2017 - R$ 9.772,19
2|Clodoaldo Magalhães|Junho de 2017|COMPLEMENTO Nº: 836481-CM/2017 - R$ 5.367,60
3|Clodoaldo Magalhães|Junho de 2017|COMPLEMENTO Nº: 483841-CM/2017 - R$ 310,21
1|Clodoaldo Magalhães|Julho de 2017|PEDIDO Nº: 362940-CM/2017 - R$ 10.767,60
2|Clodoaldo Magalhães|Julho de 2017|COMPLEMENTO Nº: 888318-CM/2017 - R$ 3.450,00
3|Clodoaldo Magalhães|Julho de 2017|COMPLEMENTO Nº: 480029-CM/2017 - R$ 861,29
1|Clodoaldo Magalhães|Agosto de 2017|PEDIDO Nº: 484428-CM/2017 - R$ 14.897,86
2|Clodoaldo Magalhães|Agosto de 2017|COMPLEMENTO Nº: 504999-CM/2017 - R$ 552,14
1|Clodoaldo Magalhães|Setembro de 2017|PEDIDO Nº: 931794-CM/2017 - R$ 8.850,00
2|Clodoaldo Magalhães|Setembro de 2017|COMPLEMENTO Nº: 687459-CM/2017 - R$ 6.367,60
1|Clodoaldo Magalhães|Outubro de 2017|PEDIDO Nº: 842036-CM/2017 - R$ 8.850,00
2|Clodoaldo Magalhães|Outubro de 2017|COMPLEMENTO Nº: 698094-CM/2017 - R$ 6.053,60
1|Clodoaldo Magalhães|Novembro de 2017|PEDIDO Nº: 900371-CM/2017 - R$ 14.217,60
2|Clodoaldo Magalhães|Novembro de 2017|COMPLEMENTO Nº: 776785-CM/2017 - R$ 870,24
1|Clodoaldo Magalhães|Dezembro de 2017|PEDIDO Nº: 346574-CM/2017 - R$ 2.029,89
2|Clodoaldo Magalhães|Dezembro de 2017|COMPLEMENTO Nº: 507974-CM/2018 - R$ 13.420,11
1|Clodoaldo Magalhães|Janeiro de 2018|PEDIDO Nº: 246172-CM/2018 - R$ 8.850,00
2|Clodoaldo Magalhães|Janeiro de 2018|COMPLEMENTO Nº: 757731-CM/2018 - R$ 686,00
3|Clodoaldo Magalhães|Janeiro de 2018|COMPLEMENTO Nº: 270789-CM/2018 - R$ 5.367,60
1|Clodoaldo Magalhães|Fevereiro de 2018|PEDIDO Nº: 486700-CM/2018 - R$ 14.217,60
2|Clodoaldo Magalhães|Fevereiro de 2018|COMPLEMENTO Nº: 602354-CM/2018 - R$ 880,31
1|Clodoaldo Magalhães|Março de 2018|PEDIDO Nº: 595478-CM/2018 - R$ 14.903,60
2|Clodoaldo Magalhães|Março de 2018|COMPLEMENTO Nº: 141204-CM/2018 - R$ 245,43
1|Clodoaldo Magalhães|Abril de 2018|PEDIDO Nº: 35 - R$ 9.184,65
2|Clodoaldo Magalhães|Abril de 2018|COMPLEMENTO Nº: 64 - R$ 6.264,48
1|Clodoaldo Magalhães|Maio de 2018|PEDIDO Nº: 104 - R$ 15.423,15
1|Clodoaldo Magalhães|Junho de 2018|PEDIDO Nº: 160 - R$ 15.239,25
2|Clodoaldo Magalhães|Junho de 2018|COMPLEMENTO Nº: 339 - R$ 210,75
1|Clodoaldo Magalhães|Julho de 2018|PEDIDO Nº: 222 - R$ 14.552,25
2|Clodoaldo Magalhães|Julho de 2018|COMPLEMENTO Nº: 278 - R$ 897,75
1|Clodoaldo Magalhães|Agosto de 2018|PEDIDO Nº: 297 - R$ 14.552,25
2|Clodoaldo Magalhães|Agosto de 2018|COMPLEMENTO Nº: 337 - R$ 897,75
1|Clodoaldo Magalhães|Setembro de 2018|PEDIDO Nº: 359 - R$ -1.615,35
2|Clodoaldo Magalhães|Setembro de 2018|COMPLEMENTO Nº: 405 - R$ 10.767,60
1|Clodoaldo Magalhães|Outubro de 2018|PEDIDO Nº: 469 - R$ 14.552,25
1|Dr. Valdi|Fevereiro de 2015|PEDIDO Nº: 239161-DV/2015 - R$ 10.049,96
2|Dr. Valdi|Fevereiro de 2015|COMPLEMENTO Nº: 087217-DV/2015 - R$ 5.400,00
1|Dr. Valdi|Março de 2015|PEDIDO Nº: 451799-DV/2015 - R$ 15.450,00
1|Dr. Valdi|Abril de 2015|PEDIDO Nº: 871019-DV/2015 - R$ 15.450,00
1|Dr. Valdi|Maio de 2015|PEDIDO Nº: 684297-DV/2015 - R$ 10.515,55
2|Dr. Valdi|Maio de 2015|COMPLEMENTO Nº: 705536-DV/2015 - R$ 3.750,00
1|Dr. Valdi|Junho de 2015|PEDIDO Nº: 965277-DV/2015 - R$ 15.450,00
1|Dr. Valdi|Julho de 2015|PEDIDO Nº: 415039-DV/2015 - R$ 10.269,00
2|Dr. Valdi|Julho de 2015|COMPLEMENTO Nº: 007355-DV/2015 - R$ 5.030,51
1|Dr. Valdi|Agosto de 2015|PEDIDO Nº: 235307-DV/2015 - R$ 15.450,00
1|Dr. Valdi|Setembro de 2015|PEDIDO Nº: 261763-DV/2015 - R$ 15.444,00
1|Dr. Valdi|Outubro de 2015|PEDIDO Nº: 682767-DV/2015 - R$ 15.450,00
1|Dr. Valdi|Novembro de 2015|PEDIDO Nº: 481011-DV/2015 - R$ 15.219,00
1|Dr. Valdi|Dezembro de 2015|PEDIDO Nº: 916932-DV/2015 - R$ 14.819,00
1|Dr. Valdi|Janeiro de 2016|PEDIDO Nº: 722020-DV/2016 - R$ 10.119,00
2|Dr. Valdi|Janeiro de 2016|COMPLEMENTO Nº: 610442-DV/2016 - R$ 5.331,00
1|Dr. Valdi|Fevereiro de 2016|PEDIDO Nº: 620338-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Março de 2016|PEDIDO Nº: 571053-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Abril de 2016|PEDIDO Nº: 467851-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Maio de 2016|PEDIDO Nº: 410540-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Junho de 2016|PEDIDO Nº: 826840-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Julho de 2016|PEDIDO Nº: 839518-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Agosto de 2016|PEDIDO Nº: 742741-DV/2016 - R$ 15.442,60
1|Dr. Valdi|Setembro de 2016|PEDIDO Nº: 936839-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Outubro de 2016|PEDIDO Nº: 444234-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Novembro de 2016|PEDIDO Nº: 707414-DV/2016 - R$ 15.450,00
1|Dr. Valdi|Dezembro de 2016|PEDIDO Nº: 327324-DV/2016 - R$ 10.650,00
2|Dr. Valdi|Dezembro de 2016|COMPLEMENTO Nº: 598063-DV/2017 - R$ 4.800,00
1|Dr. Valdi|Janeiro de 2017|PEDIDO Nº: 167946-DV/2017 - R$ 4.800,00
2|Dr. Valdi|Janeiro de 2017|COMPLEMENTO Nº: 308728-DV/2017 - R$ 10.635,80
1|Dr. Valdi|Fevereiro de 2017|PEDIDO Nº: 375228-DV/2017 - R$ 10.167,60
1|Dr. Valdi|Março de 2017|PEDIDO Nº: 731115-DV/2017 - R$ 10.167,60
1|Dr. Valdi|Abril de 2017|PEDIDO Nº: 514533-DV/2017 - R$ 15.425,86
1|Dr. Valdi|Maio de 2017|PEDIDO Nº: 930904-DV/2017 - R$ 10.088,00
2|Dr. Valdi|Maio de 2017|COMPLEMENTO Nº: 821633-DV/2017 - R$ 5.362,00
1|Dr. Valdi|Junho de 2017|PEDIDO Nº: 632213-DV/2017 - R$ 10.167,60
2|Dr. Valdi|Junho de 2017|COMPLEMENTO Nº: 363158-DV/2017 - R$ 5.268,20
1|Dr. Valdi|Julho de 2017|PEDIDO Nº: 666194-DV/2017 - R$ 5.282,40
2|Dr. Valdi|Julho de 2017|COMPLEMENTO Nº: 097539-DV/2017 - R$ 5.367,60
3|Dr. Valdi|Julho de 2017|COMPLEMENTO Nº: 364629-DV/2017 - R$ 4.800,00
1|Dr. Valdi|Agosto de 2017|PEDIDO Nº: 180976-DV/2017 - R$ 15.450,00
1|Dr. Valdi|Setembro de 2017|PEDIDO Nº: 331267-DV/2017 - R$ 15.450,00
1|Dr. Valdi|Outubro de 2017|PEDIDO Nº: 303959-DV/2017 - R$ 15.450,00
1|Dr. Valdi|Novembro de 2017|PEDIDO Nº: 173301-DV/2017 - R$ 10.095,30
2|Dr. Valdi|Novembro de 2017|COMPLEMENTO Nº: 770963-DV/2017 - R$ 5.354,70
1|Dr. Valdi|Dezembro de 2017|PEDIDO Nº: 772864-DV/2017 - R$ 5.300,46
2|Dr. Valdi|Dezembro de 2017|COMPLEMENTO Nº: 252407-DV/2018 - R$ 10.149,54
1|Dr. Valdi|Janeiro de 2018|PEDIDO Nº: 166254-DV/2018 - R$ 10.167,60
1|Dr. Valdi|Fevereiro de 2018|PEDIDO Nº: 136552-DV/2018 - R$ 15.450,00
1|Dr. Valdi|Março de 2018|PEDIDO Nº: 134507-DV/2018 - R$ 15.450,00
1|Dr. Valdi|Abril de 2018|PEDIDO Nº: 52 - R$ 15.450,00
1|Dr. Valdi|Maio de 2018|PEDIDO Nº: 112 - R$ 15.450,00
1|Dr. Valdi|Junho de 2018|PEDIDO Nº: 163 - R$ 10.167,60
1|Dr. Valdi|Julho de 2018|PEDIDO Nº: 259 - R$ 15.450,00
1|Dr. Valdi|Agosto de 2018|PEDIDO Nº: 338 - R$ 15.385,35
1|Dr. Valdi|Setembro de 2018|PEDIDO Nº: 413 - R$ 496,00
2|Dr. Valdi|Setembro de 2018|COMPLEMENTO Nº: 464 - R$ 10.154,00
1|Edilson Silva|Fevereiro de 2015|PEDIDO Nº: 615032-ES/2015 - R$ 800,00
2|Edilson Silva|Fevereiro de 2015|COMPLEMENTO Nº: 736593-ES/2015 - R$ 1.560,00
3|Edilson Silva|Fevereiro de 2015|COMPLEMENTO Nº: 111178-ES/2015 - R$ 3.600,00
1|Edilson Silva|Março de 2015|PEDIDO Nº: 742458-ES/2015 - R$ 1.200,00
2|Edilson Silva|Março de 2015|COMPLEMENTO Nº: 136493-ES/2015 - R$ 2.400,00
3|Edilson Silva|Março de 2015|COMPLEMENTO Nº: 080160-ES/2015 - R$ 89,46
1|Edilson Silva|Abril de 2015|PEDIDO Nº: 342779-ES/2015 - R$ 1.900,00
2|Edilson Silva|Abril de 2015|COMPLEMENTO Nº: 890282-ES/2015 - R$ 496,50
3|Edilson Silva|Abril de 2015|COMPLEMENTO Nº: 136255-ES/2015 - R$ 2.400,00
1|Edilson Silva|Maio de 2015|PEDIDO Nº: 081770-ES/2015 - R$ 2.034,19
2|Edilson Silva|Maio de 2015|COMPLEMENTO Nº: 136081-ES/2015 - R$ 2.400,00
1|Edilson Silva|Junho de 2015|PEDIDO Nº: 860609-ES/2015 - R$ 3.700,00
2|Edilson Silva|Junho de 2015|COMPLEMENTO Nº: 135694-ES/2015 - R$ 2.400,00
1|Edilson Silva|Julho de 2015|PEDIDO Nº: 769729-ES/2015 - R$ 4.684,21
2|Edilson Silva|Julho de 2015|COMPLEMENTO Nº: 005923-ES/2015 - R$ 4.000,00
3|Edilson Silva|Julho de 2015|COMPLEMENTO Nº: 135086-ES/2015 - R$ 2.400,00
1|Edilson Silva|Agosto de 2015|PEDIDO Nº: 797945-ES/2015 - R$ 1.900,00
2|Edilson Silva|Agosto de 2015|COMPLEMENTO Nº: 907091-ES/2015 - R$ 1.800,00
3|Edilson Silva|Agosto de 2015|COMPLEMENTO Nº: 641300-ES/2015 - R$ 4.473,00
4|Edilson Silva|Agosto de 2015|COMPLEMENTO Nº: 239035-ES/2015 - R$ 492,50
5|Edilson Silva|Agosto de 2015|COMPLEMENTO Nº: 345117-ES/2015 - R$ 4.000,00
6|Edilson Silva|Agosto de 2015|COMPLEMENTO Nº: 370264-ES/2015 - R$ 1.800,00
1|Edilson Silva|Setembro de 2015|PEDIDO Nº: 929910-ES/2015 - R$ 1.800,00
2|Edilson Silva|Setembro de 2015|COMPLEMENTO Nº: 554279-ES/2015 - R$ 4.612,53
3|Edilson Silva|Setembro de 2015|COMPLEMENTO Nº: 270687-ES/2015 - R$ 4.000,00
4|Edilson Silva|Setembro de 2015|COMPLEMENTO Nº: 974981-ES/2015 - R$ 4.473,00
5|Edilson Silva|Setembro de 2015|COMPLEMENTO Nº: 178759-ES/2015 - R$ 1.900,00
1|Edilson Silva|Outubro de 2015|PEDIDO Nº: 178993-ES/2015 - R$ 1.900,00
2|Edilson Silva|Outubro de 2015|COMPLEMENTO Nº: 575580-ES/2015 - R$ 3.660,00
1|Edilson Silva|Novembro de 2015|PEDIDO Nº: 163782-ES/2015 - R$ 1.800,00
2|Edilson Silva|Novembro de 2015|COMPLEMENTO Nº: 999209-ES/2015 - R$ 5.700,00
1|Edilson Silva|Dezembro de 2015|PEDIDO Nº: 155417-ES/2015 - R$ 10.346,44
1|Edilson Silva|Janeiro de 2016|PEDIDO Nº: 010846-ES/2016 - R$ 2.362,00
2|Edilson Silva|Janeiro de 2016|COMPLEMENTO Nº: 937923-ES/2016 - R$ 1.900,00
1|Edilson Silva|Fevereiro de 2016|PEDIDO Nº: 667707-ES/2016 - R$ 5.942,70
2|Edilson Silva|Fevereiro de 2016|COMPLEMENTO Nº: 414800-ES/2016 - R$ 4.970,00
1|Edilson Silva|Março de 2016|PEDIDO Nº: 527072-ES/2016 - R$ 4.970,24
2|Edilson Silva|Março de 2016|COMPLEMENTO Nº: 988264-ES/2016 - R$ 2.014,25
3|Edilson Silva|Março de 2016|COMPLEMENTO Nº: 338020-ES/2016 - R$ 4.970,00
1|Edilson Silva|Abril de 2016|PEDIDO Nº: 266875-ES/2016 - R$ 4.000,00
2|Edilson Silva|Abril de 2016|COMPLEMENTO Nº: 936860-ES/2016 - R$ 5.850,00
3|Edilson Silva|Abril de 2016|COMPLEMENTO Nº: 986857-ES/2016 - R$ 1.477,50
4|Edilson Silva|Abril de 2016|COMPLEMENTO Nº: 662849-ES/2016 - R$ 953,17
1|Edilson Silva|Maio de 2016|PEDIDO Nº: 663621-ES/2016 - R$ 7.327,50
2|Edilson Silva|Maio de 2016|COMPLEMENTO Nº: 292763-ES/2016 - R$ 636,53
1|Edilson Silva|Junho de 2016|PEDIDO Nº: 292108-ES/2016 - R$ 2.527,50
2|Edilson Silva|Junho de 2016|COMPLEMENTO Nº: 257825-ES/2016 - R$ 1.800,00
3|Edilson Silva|Junho de 2016|COMPLEMENTO Nº: 715568-ES/2016 - R$ 1.343,68
1|Edilson Silva|Julho de 2016|PEDIDO Nº: 716171-ES/2016 - R$ 4.050,00
2|Edilson Silva|Julho de 2016|COMPLEMENTO Nº: 439034-ES/2016 - R$ 1.477,50
3|Edilson Silva|Julho de 2016|COMPLEMENTO Nº: 258175-ES/2016 - R$ 1.800,00
4|Edilson Silva|Julho de 2016|COMPLEMENTO Nº: 044327-ES/2016 - R$ 1.280,69
5|Edilson Silva|Julho de 2016|COMPLEMENTO Nº: 087991-ES/2016 - R$ 355,77
6|Edilson Silva|Julho de 2016|COMPLEMENTO Nº: 322871-ES/2016 - R$ 1.800,00
1|Edilson Silva|Agosto de 2016|PEDIDO Nº: 045028-ES/2016 - R$ 3.000,00
2|Edilson Silva|Agosto de 2016|COMPLEMENTO Nº: 975298-ES/2016 - R$ 1.080,00
3|Edilson Silva|Agosto de 2016|COMPLEMENTO Nº: 261830-ES/2016 - R$ 3.841,50
4|Edilson Silva|Agosto de 2016|COMPLEMENTO Nº: 086729-ES/2016 - R$ 309,06
5|Edilson Silva|Agosto de 2016|COMPLEMENTO Nº: 321945-ES/2016 - R$ 2.527,50
1|Edilson Silva|Setembro de 2016|PEDIDO Nº: 084188-ES/2016 - R$ 4.050,00
2|Edilson Silva|Setembro de 2016|COMPLEMENTO Nº: 261178-ES/2016 - R$ 5.319,00
1|Edilson Silva|Outubro de 2016|PEDIDO Nº: 505177-ES/2016 - R$ 3.000,00
2|Edilson Silva|Outubro de 2016|COMPLEMENTO Nº: 788347-ES/2016 - R$ 5.319,00
3|Edilson Silva|Outubro de 2016|COMPLEMENTO Nº: 976374-ES/2016 - R$ 1.380,00
1|Edilson Silva|Novembro de 2016|PEDIDO Nº: 209113-ES/2016 - R$ 3.000,00
2|Edilson Silva|Novembro de 2016|COMPLEMENTO Nº: 002485-ES/2016 - R$ 6.800,00
1|Edilson Silva|Dezembro de 2016|PEDIDO Nº: 001216-ES/2016 - R$ 9.714,30
2|Edilson Silva|Dezembro de 2016|COMPLEMENTO Nº: 682755-ES/2017 - R$ 5.319,00
1|Edilson Silva|Janeiro de 2017|PEDIDO Nº: 732635-ES/2017 - R$ 3.152,27
2|Edilson Silva|Janeiro de 2017|COMPLEMENTO Nº: 978651-ES/2017 - R$ 4.000,00
3|Edilson Silva|Janeiro de 2017|COMPLEMENTO Nº: 025312-ES/2017 - R$ 1.500,00
1|Edilson Silva|Fevereiro de 2017|PEDIDO Nº: 251040-ES/2017 - R$ 8.000,00
2|Edilson Silva|Fevereiro de 2017|COMPLEMENTO Nº: 594352-ES/2017 - R$ 1.800,00
3|Edilson Silva|Fevereiro de 2017|COMPLEMENTO Nº: 346798-ES/2017 - R$ 200,90
1|Edilson Silva|Março de 2017|PEDIDO Nº: 344480-ES/2017 - R$ 2.500,00
2|Edilson Silva|Março de 2017|COMPLEMENTO Nº: 466827-ES/2017 - R$ 4.124,55
3|Edilson Silva|Março de 2017|COMPLEMENTO Nº: 994525-ES/2017 - R$ 2.000,00
1|Edilson Silva|Abril de 2017|PEDIDO Nº: 978265-ES/2017 - R$ 8.380,59
2|Edilson Silva|Abril de 2017|COMPLEMENTO Nº: 403011-ES/2017 - R$ 2.600,00
1|Edilson Silva|Maio de 2017|PEDIDO Nº: 398137-ES/2017 - R$ 9.067,90
2|Edilson Silva|Maio de 2017|COMPLEMENTO Nº: 446233-ES/2017 - R$ 2.900,00
3|Edilson Silva|Maio de 2017|COMPLEMENTO Nº: 290171-ES/2017 - R$ 500,00
1|Edilson Silva|Junho de 2017|PEDIDO Nº: 291390-ES/2017 - R$ 3.068,27
2|Edilson Silva|Junho de 2017|COMPLEMENTO Nº: 783414-ES/2017 - R$ 5.000,00
3|Edilson Silva|Junho de 2017|COMPLEMENTO Nº: 687243-ES/2017 - R$ 1.800,00
4|Edilson Silva|Junho de 2017|COMPLEMENTO Nº: 093025-ES/2017 - R$ 1.800,00
1|Edilson Silva|Julho de 2017|PEDIDO Nº: 889841-ES/2017 - R$ 4.930,42
2|Edilson Silva|Julho de 2017|COMPLEMENTO Nº: 781152-ES/2017 - R$ 1.440,00
3|Edilson Silva|Julho de 2017|COMPLEMENTO Nº: 784678-ES/2017 - R$ 5.000,00
4|Edilson Silva|Julho de 2017|COMPLEMENTO Nº: 917718-ES/2017 - R$ 1.800,00
1|Edilson Silva|Agosto de 2017|PEDIDO Nº: 424654-ES/2017 - R$ 3.389,04
2|Edilson Silva|Agosto de 2017|COMPLEMENTO Nº: 901459-ES/2017 - R$ 5.000,00
3|Edilson Silva|Agosto de 2017|COMPLEMENTO Nº: 093616-ES/2017 - R$ 1.800,00
1|Edilson Silva|Setembro de 2017|PEDIDO Nº: 497504-ES/2017 - R$ 3.068,27
2|Edilson Silva|Setembro de 2017|COMPLEMENTO Nº: 930271-ES/2017 - R$ 3.420,00
3|Edilson Silva|Setembro de 2017|COMPLEMENTO Nº: 296256-ES/2017 - R$ 7.236,74
1|Edilson Silva|Outubro de 2017|PEDIDO Nº: 491199-ES/2017 - R$ 3.100,00
2|Edilson Silva|Outubro de 2017|COMPLEMENTO Nº: 349115-ES/2017 - R$ 2.597,52
3|Edilson Silva|Outubro de 2017|COMPLEMENTO Nº: 638452-ES/2017 - R$ 2.185,32
4|Edilson Silva|Outubro de 2017|COMPLEMENTO Nº: 094173-ES/2017 - R$ 7.567,16
1|Edilson Silva|Novembro de 2017|PEDIDO Nº: 349648-ES/2017 - R$ 2.978,36
2|Edilson Silva|Novembro de 2017|COMPLEMENTO Nº: 175302-ES/2017 - R$ 6.700,00
3|Edilson Silva|Novembro de 2017|COMPLEMENTO Nº: 656396-ES/2017 - R$ 3.113,87
1|Edilson Silva|Dezembro de 2017|PEDIDO Nº: 335496-ES/2017 - R$ 2.978,36
2|Edilson Silva|Dezembro de 2017|COMPLEMENTO Nº: 724978-ES/2018 - R$ 5.000,00
